Node_num	Node_id	Node_type	Node_label	Node_name
65	DB00178	drug	0	Ramipril
66	DB00179	drug	0	Masoprocol
67	DB00180	drug	0	Flunisolide
68	DB00181	drug	0	Baclofen
69	DB00182	drug	0	Amphetamine
70	DB00183	drug	0	Pentagastrin
71	DB00184	drug	0	Nicotine
72	DB00185	drug	0	Cevimeline
73	DB00186	drug	0	Lorazepam
74	DB00187	drug	0	Esmolol
75	DB00188	drug	0	Bortezomib
76	DB00189	drug	0	Ethchlorvynol
77	DB00190	drug	0	Carbidopa
78	DB00191	drug	0	Phentermine
79	DB00192	drug	0	Indecainide
80	DB00193	drug	0	Tramadol
81	DB00194	drug	0	Vidarabine
82	DB00195	drug	0	Betaxolol
83	DB00196	drug	0	Fluconazole
84	DB00198	drug	0	Oseltamivir
85	DB00199	drug	0	Erythromycin
86	DB00200	drug	0	Hydroxocobalamin
87	DB00201	drug	0	Caffeine
88	DB00202	drug	0	Succinylcholine
89	DB00203	drug	0	Sildenafil
90	DB00204	drug	0	Dofetilide
91	DB00205	drug	0	Pyrimethamine
92	DB00206	drug	0	Reserpine
93	DB00207	drug	0	Azithromycin
94	DB00208	drug	0	Ticlopidine
95	DB00209	drug	0	Trospium
96	DB00210	drug	0	Adapalene
97	DB00211	drug	0	Midodrine
98	DB00212	drug	0	Remikiren
99	DB00213	drug	0	Pantoprazole
100	DB00214	drug	0	Torasemide
101	DB00215	drug	0	Citalopram
102	DB00216	drug	0	Eletriptan
103	DB00217	drug	0	Bethanidine
104	DB00218	drug	0	Moxifloxacin
105	DB00219	drug	0	Oxyphenonium
106	DB00220	drug	0	Nelfinavir
107	DB00221	drug	0	Isoetarine
108	DB00222	drug	0	Glimepiride
109	DB00223	drug	0	Diflorasone
110	DB00224	drug	0	Indinavir
111	DB00225	drug	0	Gadodiamide
112	DB00226	drug	0	Guanadrel
113	DB00227	drug	0	Lovastatin
114	DB00228	drug	0	Enflurane
115	DB00229	drug	0	Cefotiam
116	DB00230	drug	0	Pregabalin
117	DB00231	drug	0	Temazepam
118	DB00232	drug	0	Methyclothiazide
119	DB00233	drug	0	Aminosalicylic Acid
120	DB00234	drug	0	Reboxetine
121	DB00235	drug	0	Milrinone
122	DB00236	drug	0	Pipobroman
123	DB00237	drug	0	Butabarbital
124	DB00238	drug	0	Nevirapine
125	DB00239	drug	0	Oxiconazole
126	DB00240	drug	0	Alclometasone
127	DB00241	drug	0	Butalbital
128	DB00242	drug	0	Cladribine
129	DB00243	drug	0	Ranolazine
130	DB00244	drug	0	Mesalazine
131	DB00245	drug	0	Benzatropine
132	DB00246	drug	0	Ziprasidone
133	DB00247	drug	0	Methysergide
134	DB00248	drug	0	Cabergoline
135	DB00249	drug	0	Idoxuridine
136	DB00250	drug	0	Dapsone
137	DB00251	drug	0	Terconazole
138	DB00252	drug	0	Phenytoin
139	DB00253	drug	0	Medrysone
140	DB00254	drug	0	Doxycycline
141	DB00255	drug	0	Diethylstilbestrol
142	DB00256	drug	0	Lymecycline
143	DB00257	drug	0	Clotrimazole
144	DB00258	drug	0	Calcium Acetate
145	DB00259	drug	0	Sulfanilamide
146	DB00260	drug	0	Cycloserine
147	DB00261	drug	0	Anagrelide
148	DB00262	drug	0	Carmustine
149	DB00263	drug	0	Sulfisoxazole
150	DB00264	drug	0	Metoprolol
151	DB00265	drug	0	Crotamiton
152	DB00266	drug	0	Dicoumarol
153	DB00267	drug	0	Cefmenoxime
154	DB00268	drug	0	Ropinirole
155	DB00270	drug	0	Isradipine
156	DB00271	drug	0	Diatrizoate
157	DB00272	drug	0	Betazole
158	DB00273	drug	0	Topiramate
159	DB00274	drug	0	Cefmetazole
160	DB00275	drug	0	Olmesartan
161	DB00276	drug	0	Amsacrine
162	DB00277	drug	0	Theophylline
163	DB00278	drug	0	Argatroban
164	DB00279	drug	0	Liothyronine
165	DB00280	drug	0	Disopyramide
166	DB00281	drug	0	Lidocaine
167	DB00282	drug	0	Pamidronate
168	DB00283	drug	0	Clemastine
169	DB00284	drug	0	Acarbose
170	DB00285	drug	0	Venlafaxine
171	DB00286	drug	0	Conjugated Estrogens
172	DB00287	drug	0	Travoprost
173	DB00288	drug	0	Amcinonide
174	DB00289	drug	0	Atomoxetine
175	DB00290	drug	0	Bleomycin
176	DB00291	drug	0	Chlorambucil
177	DB00292	drug	0	Etomidate
178	DB00293	drug	0	Raltitrexed
179	DB00294	drug	0	Etonogestrel
180	DB00295	drug	0	Morphine
181	DB00296	drug	0	Ropivacaine
182	DB00297	drug	0	Bupivacaine
183	DB00298	drug	0	Dapiprazole
184	DB00299	drug	0	Penciclovir
185	DB00300	drug	0	Tenofovir
186	DB00301	drug	0	Flucloxacillin
187	DB00302	drug	0	Tranexamic Acid
188	DB00303	drug	0	Ertapenem
189	DB00304	drug	0	Desogestrel
190	DB00305	drug	0	Mitomycin
191	DB00306	drug	0	Talbutal
192	DB00307	drug	0	Bexarotene
193	DB00308	drug	0	Ibutilide
194	DB00309	drug	0	Vindesine
195	DB00310	drug	0	Chlorthalidone
196	DB00312	drug	0	Pentobarbital
197	DB00313	drug	0	Valproic Acid
198	DB00314	drug	0	Capreomycin
199	DB00315	drug	0	Zolmitriptan
200	DB00316	drug	0	Acetaminophen
201	DB00317	drug	0	Gefitinib
202	DB00318	drug	0	Codeine
203	DB00319	drug	0	Piperacillin
204	DB00320	drug	0	Dihydroergotamine
205	DB00321	drug	0	Amitriptyline
206	DB00322	drug	0	Floxuridine
207	DB00323	drug	0	Tolcapone
208	DB00324	drug	0	Fluorometholone
209	DB00325	drug	0	Nitroprusside
210	DB00326	drug	0	Calcium Gluceptate
211	DB00327	drug	0	Hydromorphone
212	DB00328	drug	0	Indomethacin
213	DB00330	drug	0	Ethambutol
214	DB00331	drug	0	Metformin
215	DB00332	drug	0	Ipratropium bromide
216	DB00333	drug	0	Methadone
217	DB00334	drug	0	Olanzapine
218	DB00335	drug	0	Atenolol
219	DB00336	drug	0	Nitrofural
220	DB00337	drug	0	Pimecrolimus
221	DB00338	drug	0	Omeprazole
222	DB00339	drug	0	Pyrazinamide
223	DB00340	drug	0	Metixene
224	DB00341	drug	0	Cetirizine
225	DB00343	drug	0	Diltiazem
226	DB00344	drug	0	Protriptyline
227	DB00345	drug	0	Aminohippurate
228	DB00346	drug	0	Alfuzosin
229	DB00347	drug	0	Trimethadione
230	DB00348	drug	0	Nitisinone
231	DB00349	drug	0	Clobazam
232	DB00350	drug	0	Minoxidil
233	DB00351	drug	0	Megestrol acetate
234	DB00352	drug	0	Tioguanine
235	DB00353	drug	0	Methylergometrine
236	DB00354	drug	0	Buclizine
237	DB00355	drug	0	Aztreonam
238	DB00356	drug	0	Chlorzoxazone
239	DB00357	drug	0	Aminoglutethimide
240	DB00358	drug	0	Mefloquine
241	DB00359	drug	0	Sulfadiazine
242	DB00360	drug	0	Tetrahydrobiopterin
243	DB00361	drug	0	Vinorelbine
244	DB00362	drug	0	Anidulafungin
245	DB00363	drug	0	Clozapine
246	DB00364	drug	0	Sucralfate
247	DB00366	drug	0	Doxylamine
248	DB00367	drug	0	Levonorgestrel
249	DB00368	drug	0	Norepinephrine
250	DB00369	drug	0	Cidofovir
251	DB00370	drug	0	Mirtazapine
252	DB00371	drug	0	Meprobamate
253	DB00373	drug	0	Timolol
254	DB00374	drug	0	Treprostinil
255	DB00375	drug	0	Colestipol
256	DB00376	drug	0	Trihexyphenidyl
257	DB00377	drug	0	Palonosetron
258	DB00378	drug	0	Dydrogesterone
259	DB00379	drug	0	Mexiletine
260	DB00380	drug	0	Dexrazoxane
261	DB00381	drug	0	Amlodipine
262	DB00383	drug	0	Oxyphencyclimine
263	DB00384	drug	0	Triamterene
264	DB00385	drug	0	Valrubicin
265	DB00387	drug	0	Procyclidine
266	DB00388	drug	0	Phenylephrine
267	DB00389	drug	0	Carbimazole
268	DB00390	drug	0	Digoxin
269	DB00391	drug	0	Sulpiride
270	DB00392	drug	0	Ethopropazine
271	DB00393	drug	0	Nimodipine
272	DB00394	drug	0	Beclomethasone
273	DB00395	drug	0	Carisoprodol
274	DB00396	drug	0	Progesterone
275	DB00397	drug	0	Phenylpropanolamine
276	DB00398	drug	0	Sorafenib
277	DB00399	drug	0	Zoledronate
278	DB00400	drug	0	Griseofulvin
279	DB00401	drug	0	Nisoldipine
280	DB00402	drug	0	Eszopiclone
281	DB00403	drug	0	Ceruletide
282	DB00404	drug	0	Alprazolam
283	DB00405	drug	0	Dexbrompheniramine
284	DB00406	drug	0	Gentian Violet
285	DB00407	drug	0	Ardeparin
286	DB00408	drug	0	Loxapine
287	DB00409	drug	0	Remoxipride
288	DB00410	drug	0	Mupirocin
289	DB00411	drug	0	Carbachol
290	DB00412	drug	0	Rosiglitazone
291	DB00413	drug	0	Pramipexole
292	DB00415	drug	0	Ampicillin
293	DB00417	drug	0	Penicillin V
294	DB00418	drug	0	Secobarbital
295	DB00419	drug	0	Miglustat
296	DB00420	drug	0	Promazine
297	DB00421	drug	0	Spironolactone
298	DB00422	drug	0	Methylphenidate
299	DB00423	drug	0	Methocarbamol
300	DB00424	drug	0	Hyoscyamine
301	DB00425	drug	0	Zolpidem
302	DB00426	drug	0	Famciclovir
303	DB00427	drug	0	Triprolidine
304	DB00428	drug	0	Streptozocin
305	DB00429	drug	0	Carboprost Tromethamine
306	DB00430	drug	0	Cefpiramide
307	DB00431	drug	0	Lindane
308	DB00432	drug	0	Trifluridine
309	DB00433	drug	0	Prochlorperazine
310	DB00434	drug	0	Cyproheptadine
311	DB00435	drug	0	Nitric Oxide
312	DB00436	drug	0	Bendroflumethiazide
313	DB00437	drug	0	Allopurinol
314	DB00438	drug	0	Ceftazidime
315	DB00440	drug	0	Trimethoprim
316	DB00441	drug	0	Gemcitabine
317	DB00442	drug	0	Entecavir
318	DB00443	drug	0	Betamethasone
319	DB00444	drug	0	Teniposide
320	DB00445	drug	0	Epirubicin
321	DB00446	drug	0	Chloramphenicol
322	DB00448	drug	0	Lansoprazole
323	DB00449	drug	0	Dipivefrin
324	DB00450	drug	0	Droperidol
325	DB00451	drug	0	Levothyroxine
326	DB00452	drug	0	Framycetin
327	DB00453	drug	0	Clomocycline
328	DB00454	drug	0	Pethidine
329	DB00455	drug	0	Loratadine
330	DB00456	drug	0	Cefalotin
331	DB00457	drug	0	Prazosin
332	DB00458	drug	0	Imipramine
333	DB00459	drug	0	Acitretin
334	DB00460	drug	0	Verteporfin
335	DB00461	drug	0	Nabumetone
336	DB00462	drug	0	Methylscopolamine bromide
337	DB00464	drug	0	Sodium Tetradecyl Sulfate
338	DB00465	drug	0	Ketorolac
339	DB00467	drug	0	Enoxacin
340	DB00468	drug	0	Quinine
341	DB00469	drug	0	Tenoxicam
342	DB00470	drug	0	Dronabinol
343	DB00471	drug	0	Montelukast
344	DB00472	drug	0	Fluoxetine
345	DB00473	drug	0	Hexylcaine
346	DB00474	drug	0	Methohexital
347	DB00475	drug	0	Chlordiazepoxide
348	DB00476	drug	0	Duloxetine
349	DB00477	drug	0	Chlorpromazine
350	DB00478	drug	0	Rimantadine
351	DB00479	drug	0	Amikacin
352	DB00480	drug	0	Lenalidomide
353	DB00481	drug	0	Raloxifene
354	DB00482	drug	0	Celecoxib
355	DB00483	drug	0	Gallamine Triethiodide
356	DB00484	drug	0	Brimonidine
357	DB00485	drug	0	Dicloxacillin
358	DB00486	drug	0	Nabilone
359	DB00487	drug	0	Pefloxacin
360	DB00488	drug	0	Altretamine
361	DB00489	drug	0	Sotalol
362	DB00490	drug	0	Buspirone
363	DB00491	drug	0	Miglitol
364	DB00492	drug	0	Fosinopril
365	DB00493	drug	0	Cefotaxime
366	DB00494	drug	0	Entacapone
367	DB00495	drug	0	Zidovudine
368	DB00496	drug	0	Darifenacin
369	DB00497	drug	0	Oxycodone
370	DB00498	drug	0	Phenindione
371	DB00499	drug	0	Flutamide
372	DB00500	drug	0	Tolmetin
373	DB00501	drug	0	Cimetidine
374	DB00502	drug	0	Haloperidol
375	DB00503	drug	0	Ritonavir
376	DB00504	drug	0	Levallorphan
377	DB00507	drug	0	Nitazoxanide
378	DB00508	drug	0	Triflupromazine
379	DB00509	drug	0	Dextrothyroxine
380	DB00511	drug	0	Acetyldigitoxin
381	DB00512	drug	0	Vancomycin
382	DB00513	drug	0	Aminocaproic Acid
383	DB00514	drug	0	Dextromethorphan
384	DB00515	drug	0	Cisplatin
385	DB00516	drug	0	Bentoquatam
386	DB00517	drug	0	Anisotropine Methylbromide
387	DB00518	drug	0	Albendazole
388	DB00519	drug	0	Trandolapril
389	DB00520	drug	0	Caspofungin
390	DB00521	drug	0	Carteolol
391	DB00523	drug	0	Alitretinoin
392	DB00524	drug	0	Metolazone
393	DB00525	drug	0	Tolnaftate
394	DB00526	drug	0	Oxaliplatin
395	DB00527	drug	0	Cinchocaine
396	DB00528	drug	0	Lercanidipine
397	DB00529	drug	0	Foscarnet
398	DB00530	drug	0	Erlotinib
399	DB00531	drug	0	Cyclophosphamide
400	DB00534	drug	0	Chlormerodrin
401	DB00535	drug	0	Cefdinir
402	DB00536	drug	0	Guanidine
403	DB00537	drug	0	Ciprofloxacin
404	DB00538	drug	0	Gadoversetamide
405	DB00539	drug	0	Toremifene
406	DB00540	drug	0	Nortriptyline
407	DB00541	drug	0	Vincristine
408	DB00542	drug	0	Benazepril
409	DB00543	drug	0	Amoxapine
410	DB00544	drug	0	Fluorouracil
411	DB00545	drug	0	Pyridostigmine
412	DB00546	drug	0	Adinazolam
413	DB00547	drug	0	Desoximetasone
414	DB00548	drug	0	Azelaic Acid
415	DB00549	drug	0	Zafirlukast
416	DB00550	drug	0	Propylthiouracil
417	DB00551	drug	0	Acetohydroxamic Acid
418	DB00552	drug	0	Pentostatin
419	DB00553	drug	0	Methoxsalen
420	DB00554	drug	0	Piroxicam
421	DB00555	drug	0	Lamotrigine
422	DB00556	drug	0	Perflutren
423	DB00557	drug	0	Hydroxyzine
424	DB00558	drug	0	Zanamivir
425	DB00559	drug	0	Bosentan
426	DB00560	drug	0	Tigecycline
427	DB00561	drug	0	Doxapram
428	DB00562	drug	0	Benzthiazide
429	DB00563	drug	0	Methotrexate
430	DB00564	drug	0	Carbamazepine
431	DB00565	drug	0	Cisatracurium Besylate
432	DB00566	drug	0	Succimer
433	DB00567	drug	0	Cephalexin
434	DB00568	drug	0	Cinnarizine
435	DB00569	drug	0	Fondaparinux sodium
436	DB00570	drug	0	Vinblastine
437	DB00571	drug	0	Propranolol
438	DB00572	drug	0	Atropine
439	DB00573	drug	0	Fenoprofen
440	DB00575	drug	0	Clonidine
441	DB00576	drug	0	Sulfamethizole
442	DB00577	drug	0	Valaciclovir
443	DB00578	drug	0	Carbenicillin
444	DB00579	drug	0	Mazindol
445	DB00581	drug	0	Lactulose
446	DB00582	drug	0	Voriconazole
447	DB00583	drug	0	L-Carnitine
448	DB00584	drug	0	Enalapril
449	DB00585	drug	0	Nizatidine
450	DB00586	drug	0	Diclofenac
451	DB00587	drug	0	Cinalukast
452	DB00588	drug	0	Fluticasone Propionate
453	DB00589	drug	0	Lisuride
454	DB00590	drug	0	Doxazosin
455	DB00591	drug	0	Fluocinolone Acetonide
456	DB00592	drug	0	Piperazine
457	DB00593	drug	0	Ethosuximide
458	DB00594	drug	0	Amiloride
459	DB00595	drug	0	Oxytetracycline
460	DB00596	drug	0	Halobetasol Propionate
461	DB00597	drug	0	Gadoteridol
462	DB00598	drug	0	Labetalol
463	DB00599	drug	0	Thiopental
464	DB00600	drug	0	Monobenzone
465	DB00601	drug	0	Linezolid
466	DB00602	drug	0	Ivermectin
467	DB00603	drug	0	Medroxyprogesterone Acetate
468	DB00604	drug	0	Cisapride
469	DB00605	drug	0	Sulindac
470	DB00606	drug	0	Cyclothiazide
471	DB00607	drug	0	Nafcillin
472	DB00608	drug	0	Chloroquine
473	DB00609	drug	0	Ethionamide
474	DB00610	drug	0	Metaraminol
475	DB00611	drug	0	Butorphanol
476	DB00612	drug	0	Bisoprolol
477	DB00613	drug	0	Amodiaquine
478	DB00614	drug	0	Furazolidone
479	DB00615	drug	0	Rifabutin
480	DB00616	drug	0	Candoxatril
481	DB00617	drug	0	Paramethadione
482	DB00618	drug	0	Demeclocycline
483	DB00619	drug	0	Imatinib
484	DB00620	drug	0	Triamcinolone
485	DB00621	drug	0	Oxandrolone
486	DB00622	drug	0	Nicardipine
487	DB00623	drug	0	Fluphenazine
488	DB00624	drug	0	Testosterone
489	DB00625	drug	0	Efavirenz
490	DB00626	drug	0	Bacitracin
491	DB00627	drug	0	Niacin
492	DB00628	drug	0	Clorazepate
493	DB00629	drug	0	Guanabenz
494	DB00630	drug	0	Alendronate
495	DB00631	drug	0	Clofarabine
496	DB00632	drug	0	Docosanol
497	DB00633	drug	0	Dexmedetomidine
498	DB00634	drug	0	Sulfacetamide
499	DB00635	drug	0	Prednisone
500	DB00636	drug	0	Clofibrate
501	DB00637	drug	0	Astemizole
502	DB00638	drug	0	Inulin
503	DB00639	drug	0	Butoconazole
504	DB00640	drug	0	Adenosine
505	DB00641	drug	0	Simvastatin
506	DB00642	drug	0	Pemetrexed
507	DB00643	drug	0	Mebendazole
508	DB00644	drug	0	Gonadorelin
509	DB00645	drug	0	Dyclonine
510	DB00646	drug	0	Nystatin
511	DB00647	drug	0	Dextropropoxyphene
512	DB00648	drug	0	Mitotane
513	DB00649	drug	0	Stavudine
514	DB00650	drug	0	Leucovorin
515	DB00651	drug	0	Dyphylline
516	DB00652	drug	0	Pentazocine
517	DB00653	drug	0	Magnesium Sulfate
518	DB00654	drug	0	Latanoprost
519	DB00655	drug	0	Estrone
520	DB00656	drug	0	Trazodone
521	DB00657	drug	0	Mecamylamine
522	DB00658	drug	0	Sevelamer
523	DB00659	drug	0	Acamprosate
524	DB00660	drug	0	Metaxalone
525	DB00661	drug	0	Verapamil
526	DB00662	drug	0	Trimethobenzamide
527	DB00663	drug	0	Flumethasone Pivalate
528	DB00664	drug	0	Sulfametopyrazine
529	DB00665	drug	0	Nilutamide
530	DB00666	drug	0	Nafarelin
531	DB00667	drug	0	Histamine Phosphate
532	DB00668	drug	0	Epinephrine
533	DB00669	drug	0	Sumatriptan
534	DB00670	drug	0	Pirenzepine
535	DB00671	drug	0	Cefixime
536	DB00672	drug	0	Chlorpropamide
537	DB00673	drug	0	Aprepitant
538	DB00674	drug	0	Galantamine
539	DB00675	drug	0	Tamoxifen
540	DB00676	drug	0	Benzyl Benzoate
541	DB00677	drug	0	Isoflurophate
542	DB00678	drug	0	Losartan
543	DB00679	drug	0	Thioridazine
544	DB00680	drug	0	Moricizine
545	DB00681	drug	0	Amphotericin B
546	DB00682	drug	0	Warfarin
547	DB00683	drug	0	Midazolam
548	DB00684	drug	0	Tobramycin
549	DB00685	drug	0	Trovafloxacin
550	DB00686	drug	0	Pentosan Polysulfate
551	DB00687	drug	0	Fludrocortisone
552	DB00688	drug	0	Mycophenolate mofetil
553	DB00689	drug	0	Cephaloglycin
554	DB00690	drug	0	Flurazepam
555	DB00691	drug	0	Moexipril
556	DB00692	drug	0	Phentolamine
557	DB00693	drug	0	Fluorescein
558	DB00694	drug	0	Daunorubicin
559	DB00695	drug	0	Furosemide
560	DB00696	drug	0	Ergotamine
561	DB00697	drug	0	Tizanidine
562	DB00698	drug	0	Nitrofurantoin
563	DB00699	drug	0	Nicergoline
564	DB00700	drug	0	Eplerenone
565	DB00701	drug	0	Amprenavir
566	DB00703	drug	0	Methazolamide
567	DB00704	drug	0	Naltrexone
568	DB00705	drug	0	Delavirdine
569	DB00706	drug	0	Tamsulosin
570	DB00707	drug	0	Porfimer
571	DB00708	drug	0	Sufentanil
572	DB00709	drug	0	Lamivudine
573	DB00710	drug	0	Ibandronate
574	DB00711	drug	0	Diethylcarbamazine
575	DB00712	drug	0	Flurbiprofen
576	DB00713	drug	0	Oxacillin
577	DB00714	drug	0	Apomorphine
578	DB00715	drug	0	Paroxetine
579	DB00716	drug	0	Nedocromil
580	DB00717	drug	0	Norethindrone
581	DB00718	drug	0	Adefovir Dipivoxil
582	DB00719	drug	0	Azatadine
583	DB00720	drug	0	Clodronate
584	DB00721	drug	0	Procaine
585	DB00722	drug	0	Lisinopril
586	DB00723	drug	0	Methoxamine
587	DB00724	drug	0	Imiquimod
588	DB00725	drug	0	Homatropine Methylbromide
589	DB00726	drug	0	Trimipramine
590	DB00727	drug	0	Nitroglycerin
591	DB00728	drug	0	Rocuronium
592	DB00729	drug	0	Diphemanil Methylsulfate
593	DB00730	drug	0	Thiabendazole
594	DB00731	drug	0	Nateglinide
595	DB00732	drug	0	Atracurium
596	DB00733	drug	0	Pralidoxime
597	DB00734	drug	0	Risperidone
598	DB00735	drug	0	Naftifine
599	DB00736	drug	0	Esomeprazole
600	DB00737	drug	0	Meclizine
601	DB00738	drug	0	Pentamidine
602	DB00739	drug	0	Hetacillin
603	DB00740	drug	0	Riluzole
604	DB00741	drug	0	Hydrocortisone
605	DB00742	drug	0	Mannitol
606	DB00743	drug	0	Gadobenate Dimeglumine
607	DB00744	drug	0	Zileuton
608	DB00745	drug	0	Modafinil
609	DB00746	drug	0	Deferoxamine
610	DB00747	drug	0	Scopolamine
611	DB00748	drug	0	Carbinoxamine
612	DB00749	drug	0	Etodolac
613	DB00750	drug	0	Prilocaine
614	DB00751	drug	0	Epinastine
615	DB00752	drug	0	Tranylcypromine
616	DB00753	drug	0	Isoflurane
617	DB00754	drug	0	Ethotoin
618	DB00755	drug	0	Tretinoin
619	DB00756	drug	0	Hexachlorophene
620	DB00757	drug	0	Dolasetron
621	DB00758	drug	0	Clopidogrel
622	DB00759	drug	0	Tetracycline
623	DB00760	drug	0	Meropenem
624	DB00761	drug	0	Potassium Chloride
625	DB00762	drug	0	Irinotecan
626	DB00763	drug	0	Methimazole
627	DB00764	drug	0	Mometasone
628	DB00765	drug	0	Metyrosine
629	DB00766	drug	0	Clavulanate
630	DB00768	drug	0	Olopatadine
631	DB00769	drug	0	Hydrocortamate
632	DB00770	drug	0	Alprostadil
633	DB00771	drug	0	Clidinium
634	DB00772	drug	0	Malathion
635	DB00773	drug	0	Etoposide
636	DB00774	drug	0	Hydroflumethiazide
637	DB00775	drug	0	Tirofiban
638	DB00776	drug	0	Oxcarbazepine
639	DB00777	drug	0	Propiomazine
640	DB00778	drug	0	Roxithromycin
641	DB00779	drug	0	Nalidixic Acid
642	DB00780	drug	0	Phenelzine
643	DB00781	drug	0	Polymyxin B Sulfate
644	DB00782	drug	0	Propantheline
645	DB00783	drug	0	Estradiol
646	DB00784	drug	0	Mefenamic acid
647	DB00786	drug	0	Marimastat
648	DB00787	drug	0	Aciclovir
649	DB00788	drug	0	Naproxen
650	DB00789	drug	0	Gadopentetate dimeglumine
651	DB00790	drug	0	Perindopril
652	DB00791	drug	0	Uracil mustard
653	DB00792	drug	0	Tripelennamine
654	DB00793	drug	0	Haloprogin
655	DB00794	drug	0	Primidone
656	DB00795	drug	0	Sulfasalazine
657	DB00796	drug	0	Candesartan
658	DB00797	drug	0	Tolazoline
659	DB00798	drug	0	Gentamicin
660	DB00799	drug	0	Tazarotene
661	DB00800	drug	0	Fenoldopam
662	DB00801	drug	0	Halazepam
663	DB00802	drug	0	Alfentanil
664	DB00803	drug	0	Colistin
665	DB00804	drug	0	Dicyclomine
666	DB00805	drug	0	Minaprine
667	DB00806	drug	0	Pentoxifylline
668	DB00807	drug	0	Proparacaine
669	DB00808	drug	0	Indapamide
670	DB00809	drug	0	Tropicamide
671	DB00810	drug	0	Biperiden
672	DB00811	drug	0	Ribavirin
673	DB00812	drug	0	Phenylbutazone
674	DB00813	drug	0	Fentanyl
675	DB00814	drug	0	Meloxicam
676	DB00815	drug	0	Sodium lauryl sulfate
677	DB00816	drug	0	Orciprenaline
678	DB00817	drug	0	Rosoxacin
679	DB00818	drug	0	Propofol
680	DB00819	drug	0	Acetazolamide
681	DB00820	drug	0	Tadalafil
682	DB00821	drug	0	Carprofen
683	DB00822	drug	0	Disulfiram
684	DB00823	drug	0	Ethynodiol
685	DB00824	drug	0	Enprofylline
686	DB00825	drug	0	Menthol
687	DB00826	drug	0	Natamycin
688	DB00827	drug	0	Cinoxacin
689	DB00828	drug	0	Fosfomycin
690	DB00829	drug	0	Diazepam
691	DB00830	drug	0	Phenmetrazine
692	DB00831	drug	0	Trifluoperazine
693	DB00832	drug	0	Phensuximide
694	DB00833	drug	0	Cefaclor
695	DB00834	drug	0	Mifepristone
696	DB00835	drug	0	Brompheniramine
697	DB00836	drug	0	Loperamide
698	DB00837	drug	0	Progabide
699	DB00838	drug	0	Clocortolone
700	DB00839	drug	0	Tolazamide
701	DB00841	drug	0	Dobutamine
702	DB00842	drug	0	Oxazepam
703	DB00843	drug	0	Donepezil
704	DB00844	drug	0	Nalbuphine
705	DB00845	drug	0	Clofazimine
706	DB00846	drug	0	Flurandrenolide
707	DB00847	drug	0	Cysteamine
708	DB00849	drug	0	Methylphenobarbital
709	DB00850	drug	0	Perphenazine
710	DB00851	drug	0	Dacarbazine
711	DB00852	drug	0	Pseudoephedrine
712	DB00853	drug	0	Temozolomide
713	DB00854	drug	0	Levorphanol
